time,open,high,low,close,volume
2026-02-03 15:15:00,4936.123,4943.07,4908.093,4925.101,11702
2026-02-03 15:30:00,4925.117,4929.025,4907.724,4923.692,10761
2026-02-03 15:45:00,4923.746,4935.776,4918.521,4935.431,6863
2026-02-03 16:00:00,4935.346,4945.902,4929.95,4944.061,6296
2026-02-03 16:15:00,4944.133,4980.677,4941.315,4972.991,9037
2026-02-03 16:30:00,4973.052,4993.644,4964.113,4980.764,9188
2026-02-03 16:45:00,4981.004,4983.293,4951.959,4955.65,10682
2026-02-03 17:00:00,4955.536,4962.507,4923.305,4943.929,15570
2026-02-03 17:15:00,4944.039,4969.69,4936.844,4948.552,11775
2026-02-03 17:30:00,4948.755,4964.948,4913.498,4921.611,12653
2026-02-03 17:45:00,4921.498,4948.351,4907.347,4929.189,12752
2026-02-03 18:00:00,4929.116,4954.089,4926.352,4943.32,10204
2026-02-03 18:15:00,4943.405,4948.529,4904.692,4908.654,11801
2026-02-03 18:30:00,4908.735,4918.234,4884.973,4906.182,14421
2026-02-03 18:45:00,4906.101,4915.185,4891.348,4908.462,8539
2026-02-03 19:00:00,4908.54,4917.831,4880.34,4915.909,9407
2026-02-03 19:15:00,4916.002,4933.664,4914.511,4930.37,9918
2026-02-03 19:30:00,4930.286,4948.958,4922.026,4940.589,8065
2026-02-03 19:45:00,4940.507,4942.328,4916.024,4927.265,9117
2026-02-03 20:00:00,4927.176,4927.337,4902.293,4920.903,7548
2026-02-03 20:15:00,4921.131,4942.145,4911.975,4939.112,5445
2026-02-03 20:30:00,4939.188,4956.846,4937.632,4951.593,5496
2026-02-03 20:45:00,4951.697,4956.788,4932.542,4944.594,8262
2026-02-03 21:00:00,4944.555,4964.278,4938.046,4958.136,4238
2026-02-03 21:15:00,4958.105,4958.685,4942.673,4951.123,2108
2026-02-03 21:30:00,4951.001,4958.411,4935.284,4940.186,2604
2026-02-03 21:45:00,4940.245,4947.134,4933.586,4946.436,2102
2026-02-03 23:00:00,4958.639,4972.098,4909.57,4932.481,5092
2026-02-03 23:15:00,4932.486,4944.727,4920.54,4923.932,4346
2026-02-03 23:30:00,4923.844,4950.08,4920.929,4948.605,3526
2026-02-03 23:45:00,4948.779,4955.081,4939.658,4947.171,3435
2026-02-04 00:00:00,4947.389,4987.827,4945.691,4986.806,6287
2026-02-04 00:15:00,4986.883,4999.762,4978.372,4981.588,8193
2026-02-04 00:30:00,4981.633,4994.148,4968.734,4986.735,8293
2026-02-04 00:45:00,4986.834,5016.197,4986.672,5015.604,5776
2026-02-04 01:00:00,5015.609,5053.282,4984.947,5051.109,15667
2026-02-04 01:15:00,5050.979,5053.383,5031.321,5037.47,9448
2026-02-04 01:30:00,5037.205,5039.401,5010.828,5032.182,8748
2026-02-04 01:45:00,5032.193,5050.197,5028.112,5046.408,5068
2026-02-04 02:00:00,5046.724,5065.48,5046.724,5059.842,4571
2026-02-04 02:15:00,5059.747,5064.85,5052.755,5057.991,4129
2026-02-04 02:30:00,5057.919,5061.947,5039.019,5060.632,5283
2026-02-04 02:45:00,5060.698,5061.052,5035.601,5040.484,5527
2026-02-04 03:00:00,5040.372,5056.425,5036.306,5049.531,5523
2026-02-04 03:15:00,5049.449,5054.661,5039.107,5052.228,4798
2026-02-04 03:30:00,5052.071,5072.27,5051.388,5062.74,3698
2026-02-04 03:45:00,5062.728,5073.532,5061.361,5069.922,2324
2026-02-04 04:00:00,5070.008,5073.906,5062.562,5072.802,2211
2026-02-04 04:15:00,5072.728,5074.057,5056.19,5061.921,3062
2026-02-04 04:30:00,5061.963,5072.838,5060.554,5071.928,1853
2026-02-04 04:45:00,5071.812,5081.271,5071.221,5080.471,1809
2026-02-04 05:00:00,5080.457,5083.717,5076.653,5082.847,2671
2026-02-04 05:15:00,5083.008,5085.462,5078.579,5080.114,1766
2026-02-04 05:30:00,5080.12,5086.656,5069.21,5081.276,5061
2026-02-04 05:45:00,5081.349,5090.265,5077.079,5079.597,3765
2026-02-04 06:00:00,5079.675,5082.912,5055.926,5059.384,5349
2026-02-04 06:15:00,5059.464,5068.284,5051.114,5054.657,4805
2026-02-04 06:30:00,5054.62,5070.874,5053.751,5070.599,4775
2026-02-04 06:45:00,5070.388,5079.726,5067.497,5076.585,3959
2026-02-04 07:00:00,5076.51,5082.328,5063.04,5063.32,3499
2026-02-04 07:15:00,5063.319,5089.337,5062.173,5089.25,3041
2026-02-04 07:30:00,5089.29,5090.703,5066.791,5080.587,3447
2026-02-04 07:45:00,5080.5,5091.39,5080.162,5084.597,2441
2026-02-04 08:00:00,5084.601,5091.855,5074.869,5077.57,3090
2026-02-04 08:15:00,5077.339,5087.621,5076.684,5084.267,2441
2026-02-04 08:30:00,5084.188,5085.146,5068.589,5079.229,4457
2026-02-04 08:45:00,5079.187,5085.085,5071.469,5083.416,2768
2026-02-04 09:00:00,5083.549,5086.903,5067.866,5069.148,4427
2026-02-04 09:15:00,5069.305,5069.305,5053.49,5056.92,4448
2026-02-04 09:30:00,5057.013,5065.985,5042.818,5057.49,4540
2026-02-04 09:45:00,5057.294,5064.453,5047.417,5060.088,3620
2026-02-04 10:00:00,5060.183,5064.229,5047.816,5053.868,3550
2026-02-04 10:15:00,5053.795,5056.593,5041.448,5043.287,3025
2026-02-04 10:30:00,5043.333,5061.716,5043.333,5059.93,3767
2026-02-04 10:45:00,5059.938,5061.114,5045.512,5048.614,2962
2026-02-04 11:00:00,5048.705,5053.572,5042.093,5042.432,2493
2026-02-04 11:15:00,5042.345,5044.229,5013.443,5023.697,6251
2026-02-04 11:30:00,5023.911,5039.994,5021.882,5032.28,3333
2026-02-04 11:45:00,5032.514,5050.421,5030.242,5047.674,2665
2026-02-04 12:00:00,5047.564,5055.175,5037.463,5045.221,3791
2026-02-04 12:15:00,5045.306,5050.176,5039.612,5047.347,2279
2026-02-04 12:30:00,5047.358,5063.384,5047.215,5056.039,3094
2026-02-04 12:45:00,5055.954,5058.104,5036.049,5040.872,2989
2026-02-04 13:00:00,5041.161,5046.101,5023.095,5029.914,9301
2026-02-04 13:15:00,5030.035,5054.434,5029.849,5048.778,5329
2026-02-04 13:30:00,5048.906,5058.984,5033.151,5036.798,5345
2026-02-04 13:45:00,5036.923,5063.527,5035.338,5053.93,5142
2026-02-04 14:00:00,5054.014,5059.136,5034.273,5047.674,5731
2026-02-04 14:15:00,5047.798,5051.253,5028.707,5031.097,7104
2026-02-04 14:30:00,5031.178,5037.828,4966.76,4995.955,28308
2026-02-04 14:45:00,4996.203,5017.866,4970.921,4986.367,17907
2026-02-04 15:00:00,4986.189,5007.715,4972.628,4990.204,13717
2026-02-04 15:15:00,4990.474,4993.535,4950.362,4958.044,16081
2026-02-04 15:30:00,4958.007,4962.199,4887.385,4944.208,22742
2026-02-04 15:45:00,4944.286,4950.135,4909.947,4920.507,14498
2026-02-04 16:00:00,4920.429,4940.019,4895.095,4931.91,16273
2026-02-04 16:15:00,4932.049,4936.208,4890.221,4924.203,12721
2026-02-04 16:30:00,4924.29,4934.586,4895.068,4896.767,10543
2026-02-04 16:45:00,4896.857,4910.347,4852.072,4904.518,19970
2026-02-04 17:00:00,4904.436,4922.809,4892.608,4921.291,10630
2026-02-04 17:15:00,4921.374,4925.681,4888.117,4917.187,11735
2026-02-04 17:30:00,4917.372,4930.776,4903.172,4907.717,12814
2026-02-04 17:45:00,4907.8,4910.28,4895.768,4898.163,8255
2026-02-04 18:00:00,4898.14,4920.96,4872.884,4910.368,9541
2026-02-04 18:15:00,4910.38,4935.162,4895.743,4926.684,10708
2026-02-04 18:30:00,4926.602,4928.611,4903.759,4919.953,5589
2026-02-04 18:45:00,4920.111,4932.277,4910.615,4927.37,4446
2026-02-04 19:00:00,4927.494,4946.988,4914.551,4946.925,6569
2026-02-04 19:15:00,4946.768,4950.491,4920.611,4933.886,5538
2026-02-04 19:30:00,4933.814,4945.098,4928.36,4942.317,3529
2026-02-04 19:45:00,4942.198,4958.02,4931.317,4941.839,5557
2026-02-04 20:00:00,4941.701,4945.797,4921.326,4933.526,4580
2026-02-04 20:15:00,4933.468,4936.911,4919.167,4922.673,4057
2026-02-04 20:30:00,4922.803,4951.436,4914.187,4942.553,4786
2026-02-04 20:45:00,4942.577,4951.914,4934.292,4938.664,4730
2026-02-04 21:00:00,4938.57,4953.477,4937.662,4953.477,2076
2026-02-04 21:15:00,4953.367,4959.433,4949.487,4958.644,1546
2026-02-04 21:30:00,4958.629,4970.19,4952.495,4961.849,2205
2026-02-04 21:45:00,4961.747,4970.658,4958.79,4965.131,1488
2026-02-04 23:00:00,4969.623,5009.527,4968.977,5009.027,1973
2026-02-04 23:15:00,5009.084,5021.218,5001.047,5019.971,2793
2026-02-04 23:30:00,5019.892,5023.416,5009.871,5022.249,2881
2026-02-04 23:45:00,5022.412,5023.781,5007.82,5012.195,2802
2026-02-05 00:00:00,5012.269,5018.137,4996.77,4998.142,5465
2026-02-05 00:15:00,4998.221,5019.587,4997.492,5015.692,4173
2026-02-05 00:30:00,5015.766,5018.472,5009.331,5018.472,2139
2026-02-05 00:45:00,5018.497,5020.399,5004.011,5006.725,3302
2026-02-05 01:00:00,5006.867,5011.989,4967.085,4967.377,12209
2026-02-05 01:15:00,4967.448,4973.186,4936.06,4952.017,17026
2026-02-05 01:30:00,4952.119,4984.998,4952.119,4979.976,10710
2026-02-05 01:45:00,4979.958,4986.557,4957.51,4958.921,7958
2026-02-05 02:00:00,4959.011,4962.077,4900.863,4914.919,16013
2026-02-05 02:15:00,4915.042,4942.361,4894.885,4937.07,17444
2026-02-05 02:30:00,4936.906,4940.555,4895.462,4896.465,17069
2026-02-05 02:45:00,4896.761,4899.38,4804.651,4811.912,29805
2026-02-05 03:00:00,4811.997,4858.244,4788.665,4846.948,20548
2026-02-05 03:15:00,4846.79,4888.238,4833.11,4858.95,14071
2026-02-05 03:30:00,4859.033,4879.115,4839.005,4867.116,12809
2026-02-05 03:45:00,4867.097,4885.795,4852.477,4880.524,9391
2026-02-05 04:00:00,4880.448,4885.196,4863.458,4874.873,7300
2026-02-05 04:15:00,4874.948,4891.231,4870.924,4886.812,5910
2026-02-05 04:30:00,4887.01,4888.212,4869.865,4886.419,5144
2026-02-05 04:45:00,4886.502,4888.174,4863.285,4863.565,5271
2026-02-05 05:00:00,4863.744,4876.098,4848.945,4852.74,5725
2026-02-05 05:15:00,4852.741,4870.631,4840.073,4868.733,5237
2026-02-05 05:30:00,4868.644,4887.339,4826.255,4885.649,13489
2026-02-05 05:45:00,4885.736,4906.693,4885.714,4896.168,9712
2026-02-05 06:00:00,4896.232,4920.745,4877.659,4910.256,7688
2026-02-05 06:15:00,4910.201,4930.412,4901.427,4929.537,7717
2026-02-05 06:30:00,4929.465,4930.427,4909.591,4929.477,6504
2026-02-05 06:45:00,4929.461,4934.183,4898.67,4920.37,9050
2026-02-05 07:00:00,4920.229,4931.342,4915.875,4922.426,5320
2026-02-05 07:15:00,4922.354,4940.969,4911.106,4932.529,6943
2026-02-05 07:30:00,4932.528,4933.435,4895.746,4910.241,6996
2026-02-05 07:45:00,4910.237,4919.992,4907.215,4915.076,5308
2026-02-05 08:00:00,4915.205,4942.098,4912.659,4940.925,6347
2026-02-05 08:15:00,4940.575,4943.524,4919.554,4921.286,8080
2026-02-05 08:30:00,4921.204,4929.407,4917.302,4922.611,5406
2026-02-05 08:45:00,4922.615,4923.332,4901.176,4912.104,4960
2026-02-05 09:00:00,4911.999,4914.271,4862.541,4862.944,13820
2026-02-05 09:15:00,4862.855,4886.419,4853.732,4873.404,9651
2026-02-05 09:30:00,4873.599,4891.477,4873.216,4890.02,5423
2026-02-05 09:45:00,4889.994,4894.038,4849.272,4855.121,7375
2026-02-05 10:00:00,4854.969,4874.47,4852.071,4874.386,6530
2026-02-05 10:15:00,4874.305,4878.132,4847.309,4861.648,9259
2026-02-05 10:30:00,4861.962,4879.481,4851.628,4876.388,5480
2026-02-05 10:45:00,4876.295,4886.933,4868.211,4877.057,3650
