time,open,high,low,close,volume
2026-02-04 06:15:00,49364.5,49365.7,49337.2,49353.2,646
2026-02-04 06:30:00,49353.7,49388.7,49348.4,49386.4,709
2026-02-04 06:45:00,49386.7,49410.5,49385.4,49391.7,802
2026-02-04 07:00:00,49392.5,49414.5,49387.2,49407.2,843
2026-02-04 07:15:00,49406.4,49408.7,49395.2,49401.7,477
2026-02-04 07:30:00,49401.2,49403.7,49385.2,49402.3,623
2026-02-04 07:45:00,49402.7,49412.5,49391.4,49400.7,542
2026-02-04 08:00:00,49402.2,49423.7,49365.6,49421.9,2214
2026-02-04 08:15:00,49422.3,49434.5,49355.2,49360.3,1989
2026-02-04 08:30:00,49358.8,49392.7,49347.1,49390.9,2021
2026-02-04 08:45:00,49391.4,49391.8,49353.2,49369.0,1816
2026-02-04 09:00:00,49369.4,49385.4,49341.0,49345.6,2180
2026-02-04 09:15:00,49345.3,49349.5,49317.1,49335.7,2365
2026-02-04 09:30:00,49335.6,49360.6,49323.4,49340.8,1951
2026-02-04 09:45:00,49341.4,49374.4,49341.4,49369.6,1653
2026-02-04 10:00:00,49369.2,49413.8,49351.3,49396.0,1813
2026-02-04 10:15:00,49396.5,49418.1,49385.2,49413.8,1498
2026-02-04 10:30:00,49414.4,49445.9,49404.8,49420.2,1657
2026-02-04 10:45:00,49420.3,49426.1,49402.4,49416.2,950
2026-02-04 11:00:00,49416.7,49425.3,49395.1,49407.4,1043
2026-02-04 11:15:00,49407.1,49425.6,49399.9,49416.3,1067
2026-02-04 11:30:00,49415.9,49437.6,49401.4,49428.7,1096
2026-02-04 11:45:00,49429.2,49471.3,49410.7,49456.6,2004
2026-02-04 12:00:00,49457.1,49484.5,49446.0,49462.4,1279
2026-02-04 12:15:00,49462.1,49464.5,49368.3,49385.1,1476
2026-02-04 12:30:00,49386.5,49401.7,49361.6,49386.5,1448
2026-02-04 12:45:00,49386.8,49411.2,49362.7,49383.1,1401
2026-02-04 13:00:00,49381.9,49390.7,49348.2,49388.8,1914
2026-02-04 13:15:00,49388.9,49423.9,49384.5,49411.5,2089
2026-02-04 13:30:00,49411.7,49456.7,49392.2,49421.7,2884
2026-02-04 13:45:00,49422.5,49423.5,49355.2,49356.2,1807
2026-02-04 14:00:00,49355.7,49356.7,49327.8,49343.1,2289
2026-02-04 14:15:00,49343.6,49429.7,49314.5,49425.9,2904
2026-02-04 14:30:00,49427.2,49648.5,49421.2,49593.8,28318
2026-02-04 14:45:00,49594.4,49657.7,49352.2,49383.2,21535
2026-02-04 15:00:00,49375.4,49571.7,49286.4,49524.7,20917
2026-02-04 15:15:00,49524.4,49673.7,49517.1,49641.1,19894
2026-02-04 15:30:00,49641.4,49684.6,49479.9,49664.5,20307
2026-02-04 15:45:00,49664.8,49678.4,49586.2,49629.3,16149
2026-02-04 16:00:00,49629.7,49660.8,49533.0,49611.7,13988
2026-02-04 16:15:00,49611.4,49675.6,49495.2,49667.3,13790
2026-02-04 16:30:00,49667.6,49675.4,49512.2,49518.0,11040
2026-02-04 16:45:00,49517.6,49586.6,49442.2,49569.7,11318
2026-02-04 17:00:00,49569.2,49609.3,49520.2,49586.2,12715
2026-02-04 17:15:00,49587.2,49589.6,49361.0,49401.3,12596
2026-02-04 17:30:00,49401.8,49461.6,49287.7,49330.2,12713
2026-02-04 17:45:00,49329.3,49349.6,49237.2,49314.6,10946
2026-02-04 18:00:00,49314.2,49324.7,49189.2,49197.0,10769
2026-02-04 18:15:00,49196.2,49322.5,49144.2,49300.5,9677
2026-02-04 18:30:00,49300.2,49318.6,49192.9,49252.8,11261
2026-02-04 18:45:00,49252.2,49388.8,49214.2,49319.8,9496
2026-02-04 19:00:00,49319.3,49352.7,49249.9,49329.7,12887
2026-02-04 19:15:00,49329.5,49388.7,49313.2,49378.7,8155
2026-02-04 19:30:00,49378.3,49484.7,49376.3,49469.3,7274
2026-02-04 19:45:00,49469.2,49618.7,49455.2,49608.5,8960
2026-02-04 20:00:00,49607.5,49638.4,49568.2,49624.6,6762
2026-02-04 20:15:00,49625.4,49628.7,49571.1,49581.2,5938
2026-02-04 20:30:00,49580.5,49637.3,49574.1,49596.7,5258
2026-02-04 20:45:00,49596.5,49641.7,49493.1,49516.7,4602
2026-02-04 21:00:00,49517.7,49626.6,49496.0,49553.3,8080
2026-02-04 21:15:00,49552.3,49556.8,49518.9,49543.8,2140
2026-02-04 21:30:00,49543.2,49550.7,49470.4,49528.6,2708
2026-02-04 21:45:00,49528.2,49533.7,49470.5,49480.3,1660
2026-02-04 23:00:00,49481.0,49543.6,49476.0,49533.0,730
2026-02-04 23:15:00,49534.1,49559.6,49530.1,49536.5,617
2026-02-04 23:30:00,49537.4,49556.8,49512.1,49517.4,822
